ID_T_EQUIP_LOG,SITE,SYS_ID,TRACK_ID,STATUS,RMK,CYCLE_COUNT,ACTION,CYCLE_TIME,REG_DTM
31415E6D2BD5A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:28:09 AM
31415E6F495EA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,3,IN,01:25,3/26/2025 11:28:27 AM
31415E401840A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:28:28 AM
31415E401843A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:28:46 AM
31415E6D2BD8A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:28:51 AM
31415E6E48B9A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:29:27 AM
31415E6E48BBA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:29:33 AM
31415E6F4971A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,4,OUT,01:25,3/26/2025 11:29:53 AM
31415E6D2BE1A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:29:54 AM
31415E6F4974A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:30:14 AM
31415E6E48C7A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:30:20 AM
31415E6D2BE8A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:30:56 AM
31415E6F4980A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:31:01 AM
31415E6F0D7EA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,5,IN,01:25,3/26/2025 11:31:19 AM
31415E6D2BECA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:31:20 AM
31415E6E48D1A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:31:38 AM
31415E6E48D3A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:31:42 AM
31415E6F0D85A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:32:19 AM
31415E6D2BF5A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:32:25 AM
31415E6E48DFA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,6,OUT,01:24,3/26/2025 11:32:44 AM
31415E6E48E0A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:32:46 AM
31415E6F499AA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:33:06 AM
31415E401866A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:33:12 AM
31415E6D2C00A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:33:48 AM
31415E6F499DA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:33:53 AM
31415E6F49A2A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,7,IN,01:25,3/26/2025 11:34:11 AM
31415E6D2C04A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:34:12 AM
31415E6D2C08A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:34:30 AM
31415E6F49A7A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:34:35 AM
31415E6F0DA1A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:35:11 AM
31415E6F49B3A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:35:17 AM
31415E6D2C0DA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,8,OUT,01:25,3/26/2025 11:35:37 AM
31415E6E48FDA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:35:38 AM
31415E6D2C13A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:35:58 AM
31415E6E4901A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:36:04 AM
31415E6F49BEA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:36:40 AM
31415E6F0DAFA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:36:45 AM
31415E6E490DA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,9,IN,01:25,3/26/2025 11:37:03 AM
31415E6F49C2A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:37:04 AM
31415E6D2C20A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:37:22 AM
31415E6F0DB3A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:37:26 AM
31415E40188EA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:38:04 AM
31415E6D2C23A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:38:09 AM
31415E6F49D7A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,10,OUT,01:25,3/26/2025 11:38:29 AM
31415E6F0DBDA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:38:30 AM
31415E6D2C27A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:38:50 AM
31415E6F0DC1A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:38:56 AM
31415E40189BA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:39:32 AM
31415E6E4928A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:39:37 AM
31415E6E492CA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,11,IN,01:25,3/26/2025 11:39:55 AM
31415E4018A1A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:39:56 AM
31415E6F49E7A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:40:14 AM
31415E4018A3A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:40:19 AM
31415E4018A6A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:40:55 AM
31415E4018A8A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:41:01 AM
31415E6E4931A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,12,OUT,01:25,3/26/2025 11:41:21 AM
31415E4018ACA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:41:22 AM
31415E6F49FBA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:41:42 AM
31415E6D2C45A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:41:48 AM
31415E4018B8A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:42:24 AM
31415E6F0DDFA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:42:29 AM
31415E6F4A04A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,13,IN,01:25,3/26/2025 11:42:47 AM
31415E4018B9A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:42:48 AM
31415E6F4A0BA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:43:06 AM
31415E4018BDA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:43:11 AM
31415E4018C5A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:43:48 AM
31415E6F0DEBA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:43:53 AM
31415E6F4A0FA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,14,OUT,01:25,3/26/2025 11:44:13 AM
31415E6F0DEDA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:44:14 AM
31415E4018D1A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:44:34 AM
31415E6E4951A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:44:40 AM
31415E6E4954A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:45:16 AM
31415E6F0DF6A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:45:21 AM
31415E6F0DF9A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,15,IN,01:25,3/26/2025 11:45:39 AM
31415E6D2C6FA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:45:40 AM
31415E6D2C76A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:45:58 AM
31415E6D2C78A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:46:03 AM
31415E6D2C7AA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 11:46:40 AM
31415E4018E9A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:46:45 AM
31415E6F4A23A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,16,OUT,01:25,3/26/2025 11:47:05 AM
31415E6D2C81A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:47:06 AM
31415E4018EFA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:47:26 AM
31415E6F4A2CA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 11:47:32 AM
31415E6D2C89A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 11:48:08 AM
31415E6F0E08A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:48:12 AM
31415E4018FCA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,17,IN,01:25,3/26/2025 11:48:31 AM
31415E6F4A31A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 11:48:32 AM
31415E6F4A33A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 11:48:50 AM
31415E401902A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 11:48:55 AM
31415E401904A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 11:49:37 AM
31415E6D2C9DA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 11:49:57 AM
31415E6F0E23A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:12:31 PM
31415E6E4992A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:12:59 PM
31415E6E4998A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:13:19 PM
31415E6D2CB0A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 1:13:25 PM
31415E401921A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 1:14:00 PM
31415E6F4A59A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:14:05 PM
31415E6E49A3A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,18,IN,01:25,3/26/2025 1:14:24 PM
31415E401929A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:14:25 PM
31415E401930A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:14:43 PM
31415E6D2CBDA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 1:14:47 PM
31415E6F0E40A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:15:24 PM
31415E6F0E42A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:15:30 PM
31415E40193DA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:15:50 PM
31415E6F0E46A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 1:15:50 PM
31415E6F4A63A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:16:10 PM
31415E6E49B4A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 1:16:17 PM
31415E6E49BCA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 1:16:52 PM
31415E6E49BEA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:16:58 PM
31415E6F4A6DA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 1:17:15 PM
31415E6E49C1A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:17:17 PM
31415E6E49C4A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:17:34 PM
31415E40194FA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 1:17:39 PM
31415E6F4A77A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:18:16 PM
31415E6F4A78A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:18:21 PM
31415E6D2CE1A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,19,OUT,01:24,3/26/2025 1:18:41 PM
31415E6E49CDA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:18:42 PM
31415E6F4A81A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:19:02 PM
31415E401957A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 1:19:09 PM
31415E6F4A85A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 1:19:45 PM
31415E6D2CECA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:19:50 PM
31415E6F0E6FA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:20:08 PM
31415E6F4A8BA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 1:20:08 PM
31415E6F0E72A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:20:26 PM
31415E40196AA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 1:20:31 PM
31415E6D2CF0A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:21:08 PM
31415E6F4A97A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:21:13 PM
31415E6D2CF6A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 1:21:33 PM
31415E6F0E7CA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:21:34 PM
31415E6D2CFCA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:21:55 PM
31415E401976A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 1:22:01 PM
31415E6F4AA1A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 1:22:36 PM
31415E6F4AA4A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:22:42 PM
31415E6F0E87A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,20,IN,01:25,3/26/2025 1:22:59 PM
31415E6E49F5A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:23:00 PM
31415E40197FA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:23:18 PM
31415E6F4AADA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 1:23:23 PM
31415E6F0E90A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:24:00 PM
31415E6E49FFA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:24:06 PM
31415E6F4AB3A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,21,OUT,01:26,3/26/2025 1:24:26 PM
31415E6F0E91A6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:24:26 PM
31415E401988A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:24:46 PM
31415E6E4A0BA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 1:24:53 PM
31415E6E4A10A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 1:25:28 PM
31415E6D2D1FA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:25:33 PM
31415E401997A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:25:52 PM
31415E6D2D24A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 1:25:52 PM
31415E6F4AC3A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:26:10 PM
31415E6F4AC5A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 1:26:15 PM
31415E6E4A1AA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:26:52 PM
31415E6E4A1CA6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:26:57 PM
31415E6D2D32A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,,,,3/26/2025 1:27:18 PM
31415E6F0EAAA6B2E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:27:18 PM
31415E6E4A23A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:27:38 PM
31415E4019ABA6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-0,Conveyor,,,,3/26/2025 1:27:45 PM
31415E6F4AD4A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/26/2025 1:28:21 PM
31415E6D2D3EA6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:28:25 PM
31415E6D2D43A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,22,IN,01:26,3/26/2025 1:28:44 PM
31415E6E4A31A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:28:44 PM
31415E6E4A34A6B8E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:29:02 PM
31415E6F4ADCA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/26/2025 1:29:07 PM
31415E4019C2A6BAE0655EED8C8868D6,KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/26/2025 1:29:44 PM
31415E6F4ADFA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/26/2025 1:29:50 PM
31415E6F4AE4A6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,23,OUT,01:25,3/26/2025 1:30:09 PM
31415E6D2D52A6B6E0655EED8C8868D6,KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/26/2025 1:30:10 PM
31415E6F4AEAA6B4E0655EED8C8868D6,KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/26/2025 1:30:30 PM
