ID_T_EQUIP_LOG,SITE,SYS_ID,TRACK_ID,STATUS,RMK,CYCLE_COUNT,ACTION,CYCLE_TIME,REG_DTM
System.Byte[],KY1,E0FCA01000,228-011,CarrierDetect-1,Conveyor,,,,3/27/2025 9:07:49 AM
System.Byte[],KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/27/2025 9:07:54 AM
System.Byte[],KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,66,IN,01:25,3/27/2025 9:08:13 AM
System.Byte[],KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/27/2025 9:08:13 AM
System.Byte[],KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/27/2025 9:08:32 AM
System.Byte[],KY1,E0FCA01000,228-011,CarrierDetect-0,Conveyor,,,,3/27/2025 9:08:36 AM
System.Byte[],KY1,E0FCA01000,228-101,CarrierDetect-1,Conveyor,,,,3/27/2025 9:09:15 AM
System.Byte[],KY1,E0FCA01000,228-102,CarrierDetect-0,Transfer,,,,3/27/2025 9:09:19 AM
System.Byte[],KY1,E0FCA01000,228-102,ShuttleIdle,Transfer,67,OUT,01:25,3/27/2025 9:09:38 AM
System.Byte[],KY1,E0FCA01000,228-102,ShuttleActive,Transfer,,,,3/27/2025 9:09:39 AM
System.Byte[],KY1,E0FCA01000,228-102,CarrierDetect-1,Transfer,,,,3/27/2025 9:09:59 AM
